,player,pts,ast,trb,stl,blk,g,3pta,3ptm,fga,fgm,ppg,apg,rpg,spg,bpg,3pt%,fg%,first year,last year,years played,all stars,hof,ows,dws,ws,win%
1166,Dave Meyers,3149,652,1771.0,272.0,143.0,281,5.0,1.0,2623,1208,11.2,2.3,6.3,1.0,0.5,0.2,0.46,1976,1980,5,0,False,5.3999999999999995,7.9,13.5,0.5
1167,Dave Minor,1283,416,779.0,0.0,0.0,175,0.0,0.0,1362,493,7.3,2.4,4.5,0.0,0.0,0.0,0.36,1952,1953,2,0,False,1.4,4.8,6.300000000000001,0.2
1168,Dave Newmark,1003,128,678.0,0.0,0.0,176,0.0,0.0,980,412,5.7,0.7,3.9,0.0,0.0,0.0,0.42,1969,1971,3,0,False,-0.5,2.5,1.9,0.5
1169,Dave Piontek,3668,596,2231.0,0.0,0.0,490,0.0,0.0,3782,1486,7.5,1.2,4.6,0.0,0.0,0.0,0.39,1957,1963,7,0,False,1.7000000000000002,6.4,8.2,0.3
1170,Dave Popson,110,21,73.0,5.0,9.0,58,1.0,0.0,119,48,1.9,0.4,1.3,0.1,0.2,0.0,0.4,1989,1992,4,0,False,-0.5,0.2,-0.30000000000000004,0.3
1171,Dave Robisch,13183,2102,7876.0,532.0,490.0,1210,17.0,0.0,10919,4975,10.9,1.7,6.5,0.4,0.4,0.0,0.46,1972,1984,13,0,False,48.1,30.2,78.6,0.4
1172,Dave Schellhase,208,60,76.0,0.0,0.0,73,0.0,0.0,249,87,2.8,0.8,1.0,0.0,0.0,0.0,0.35,1967,1968,2,0,False,-1.2000000000000002,0.5,-0.6000000000000001,0.4
1173,Dave Scholz,2,0,0.0,0.0,0.0,1,0.0,0.0,1,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1970,1970,1,0,False,0.0,0.0,0.0,0.0
1174,Dave Sorenson,2046,316,1207.0,0.0,0.0,271,0.0,0.0,1855,814,7.5,1.2,4.5,0.0,0.0,0.0,0.44,1971,1973,3,0,False,3.0999999999999996,2.8,6.1,0.2
1175,Dave Stallworth,5684,1030,2886.0,31.0,7.0,600,0.0,0.0,5074,2219,9.5,1.7,4.8,0.1,0.0,0.0,0.44,1966,1975,10,0,False,9.4,13.6,23.1,0.5
1176,Dave Twardzik,4977,1823,1286.0,650.0,46.0,536,53.0,13.0,3136,1654,9.3,3.4,2.4,1.2,0.1,0.25,0.53,1973,1980,8,1,False,22.2,11.0,33.4,0.5
1177,Dave Wohl,3774,2101,794.0,334.0,26.0,606,0.0,0.0,3496,1506,6.2,3.5,1.3,0.6,0.0,0.0,0.43,1972,1978,7,0,False,3.0,6.1,9.0,0.3
1178,Dave Zeller,90,58,27.0,0.0,0.0,61,0.0,0.0,102,36,1.5,1.0,0.4,0.0,0.0,0.0,0.35,1962,1962,1,0,False,-0.2,0.1,-0.1,0.5
1179,David Andersen,635,70,376.0,25.0,30.0,143,124.0,43.0,582,259,4.4,0.5,2.6,0.2,0.2,0.35,0.45,2010,2011,2,0,False,0.2,1.6,1.9,0.4
1180,David Benoit,3875,312,2186.0,251.0,266.0,569,831.0,266.0,3459,1487,6.8,0.5,3.8,0.4,0.5,0.32,0.43,1992,2001,10,0,False,6.2,12.3,18.3,0.5
1181,David Burns,46,30,10.0,6.0,0.0,18,0.0,0.0,32,14,2.6,1.7,0.6,0.3,0.0,0.0,0.44,1982,1982,1,0,False,-0.4,0.0,-0.30000000000000004,0.3
1182,David Bustion,158,21,101.0,0.0,0.0,47,0.0,0.0,133,58,3.4,0.4,2.1,0.0,0.0,0.0,0.44,1973,1973,1,0,False,0.1,0.6,0.7,0.6
1183,David Cooke,9,1,10.0,4.0,0.0,6,0.0,0.0,11,2,1.5,0.2,1.7,0.7,0.0,0.0,0.18,1986,1986,1,0,False,-0.1,0.1,0.0,0.5
1184,David Duke Jr.,189,38,96.0,24.0,8.0,45,49.0,10.0,186,75,4.2,0.8,2.1,0.5,0.2,0.2,0.4,2022,2023,2,0,False,-0.3,0.5,0.19999999999999998,0.5
1185,David Harrison,949,47,549.0,64.0,185.0,189,0.0,0.0,706,374,5.0,0.2,2.9,0.3,1.0,0.0,0.53,2005,2008,4,0,False,-1.1,4.2,3.0999999999999996,0.5
1186,David Johnson,0,0,0.0,0.0,0.0,2,1.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,2022,1,0,False,0.0,0.0,0.0,0.5
1187,David Lee,12033,1929,7812.0,647.0,357.0,942,36.0,3.0,9186,4891,12.8,2.0,8.3,0.7,0.4,0.08,0.53,1968,2017,50,2,False,53.0,28.2,80.8,0.4
1188,David Lee,12033,1929,7812.0,647.0,357.0,942,36.0,3.0,9186,4891,12.8,2.0,8.3,0.7,0.4,0.08,0.53,1968,2017,50,2,False,53.0,28.2,80.8,0.4
1189,David Noel,184,65,123.0,25.0,9.0,68,53.0,17.0,177,65,2.7,1.0,1.8,0.4,0.1,0.32,0.37,2007,2007,1,0,False,0.1,0.3,0.4,0.3
1190,David Nwaba,1622,246,866.0,177.0,106.0,237,272.0,87.0,1231,603,6.8,1.0,3.7,0.7,0.4,0.32,0.49,2017,2022,6,0,False,4.7,3.4,8.0,0.3
1191,David Pope,62,9,29.0,5.0,4.0,33,2.0,1.0,73,26,1.9,0.3,0.9,0.2,0.1,0.5,0.36,1985,1986,2,0,False,-0.19999999999999998,0.1,-0.1,0.4
1192,David Rivers,383,282,147.0,61.0,10.0,114,12.0,1.0,349,139,3.4,2.5,1.3,0.5,0.1,0.08,0.4,1989,1992,4,0,False,-1.6,1.2999999999999998,-0.30000000000000004,0.5
1193,David Robinson,20790,2441,10497.0,1388.0,2954.0,987,100.0,25.0,14221,7365,21.1,2.5,10.6,1.4,3.0,0.25,0.52,1990,2003,14,10,True,98.5,80.1,178.8,0.7
1194,David Roddy,466,59,193.0,29.0,19.0,70,212.0,65.0,420,180,6.7,0.8,2.8,0.4,0.3,0.31,0.43,2023,2023,1,0,False,-0.3,1.4,1.1,0.6
1195,David Stockton,18,9,2.0,2.0,0.0,6,5.0,3.0,9,4,3.0,1.5,0.3,0.3,0.0,0.6,0.44,2015,2018,4,0,False,0.1,0.0,0.1,0.5
1196,David Thirdkill,561,88,226.0,52.0,16.0,197,12.0,1.0,452,209,2.8,0.4,1.1,0.3,0.1,0.08,0.46,1983,1987,5,0,False,-0.4,1.7,1.3,0.6
1197,David Thompson,13422,1939,2446.0,595.0,509.0,592,102.0,26.0,9932,5020,22.7,3.3,4.1,1.0,0.9,0.25,0.51,1976,1984,9,5,True,50.0,13.4,63.1,0.6
1198,David Vanterpool,122,66,37.0,23.0,3.0,22,6.0,0.0,110,46,5.5,3.0,1.7,1.0,0.1,0.0,0.42,2001,2001,1,0,False,-0.2,0.2,0.0,0.2
1199,David Vaughn,1501,191,1426.0,125.0,186.0,251,5.0,0.0,1503,637,6.0,0.8,5.7,0.5,0.7,0.0,0.42,1975,1999,25,0,False,-3.3,5.6,2.5,0.3
1200,David Vaughn,1501,191,1426.0,125.0,186.0,251,5.0,0.0,1503,637,6.0,0.8,5.7,0.5,0.7,0.0,0.42,1975,1999,25,0,False,-3.3,5.6,2.5,0.3
1201,David Wear,0,1,2.0,0.0,0.0,2,1.0,0.0,2,0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,2015,2015,1,0,False,0.0,0.0,0.0,0.5
1202,David Wesley,12790,4424,2633.0,1376.0,170.0,1029,3366.0,1241.0,10863,4582,12.4,4.3,2.6,1.3,0.2,0.37,0.42,1994,2007,14,0,False,38.0,28.5,66.5,0.5
1203,David West,14034,2273,6590.0,764.0,850.0,1034,215.0,57.0,11519,5703,13.6,2.2,6.4,0.7,0.8,0.27,0.5,2004,2018,15,2,False,44.5,41.0,86.0,0.6
1204,David Wingate,4166,1376,1420.0,597.0,122.0,740,290.0,79.0,3798,1690,5.6,1.9,1.9,0.8,0.2,0.27,0.44,1987,2001,15,0,False,-0.6,12.2,11.799999999999999,0.6
1205,David Wood,1810,325,1158.0,183.0,86.0,474,390.0,131.0,1437,642,3.8,0.7,2.4,0.4,0.2,0.34,0.45,1989,1997,9,0,False,6.8,4.6,11.4,0.4
1206,Davion Mitchell,1311,498,271.0,99.0,39.0,155,517.0,164.0,1242,533,8.5,3.2,1.7,0.6,0.3,0.32,0.43,2022,2023,2,0,False,0.19999999999999996,1.4,1.6,0.5
1207,Davon Reed,462,115,271.0,65.0,19.0,165,220.0,84.0,417,164,2.8,0.7,1.6,0.4,0.1,0.38,0.39,2018,2023,6,0,False,-0.30000000000000004,1.7,1.5000000000000002,0.4
1208,Day'Ron Sharpe,425,54,360.0,25.0,47.0,80,18.0,8.0,320,179,5.3,0.7,4.5,0.3,0.6,0.44,0.56,2022,2023,2,0,False,1.6,1.3,2.8,0.5
1209,De'Aaron Fox,7974,2452,1444.0,515.0,165.0,395,1506.0,483.0,6247,2951,20.2,6.2,3.7,1.3,0.4,0.32,0.47,2018,2023,6,1,False,14.5,8.6,23.1,0.4
1210,De'Andre Hunter,2860,318,856.0,134.0,68.0,206,880.0,313.0,2328,1033,13.9,1.5,4.2,0.7,0.3,0.36,0.44,2020,2023,4,0,False,2.6,3.0,5.4,0.5
1211,De'Anthony Melton,2748,857,1155.0,435.0,154.0,312,1221.0,452.0,2396,991,8.8,2.7,3.7,1.4,0.5,0.37,0.41,2019,2023,5,0,False,2.0,9.9,11.8,0.5
1212,DeAndre Jordan,10096,1143,11510.0,603.0,1633.0,1136,13.0,2.0,6081,4085,8.9,1.0,10.1,0.5,1.4,0.15,0.67,2009,2023,15,1,False,57.1,47.7,105.0,0.5
1213,DeAndre Liggins,599,224,435.0,192.0,59.0,297,221.0,79.0,569,224,2.0,0.8,1.5,0.6,0.2,0.36,0.39,2012,2018,7,0,False,-1.2,3.8000000000000003,2.6,0.4
1214,DeAndre' Bembry,2034,599,1113.0,340.0,145.0,352,411.0,121.0,1740,844,5.8,1.7,3.2,1.0,0.4,0.29,0.49,2017,2022,6,0,False,-0.0999999999999999,6.800000000000001,6.6000000000000005,0.3
1215,DeJon Jarreau,0,0,0.0,0.0,0.0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,2022,1,0,False,0.0,0.0,0.0,0.0
1216,DeJuan Blair,2865,349,2153.0,316.0,127.0,424,9.0,0.0,2371,1242,6.8,0.8,5.1,0.7,0.3,0.0,0.52,2010,2016,7,0,False,7.5,11.4,19.0,0.7
1217,DeJuan Wheat,265,127,56.0,32.0,3.0,80,77.0,30.0,243,93,3.3,1.6,0.7,0.4,0.0,0.39,0.38,1998,1999,2,0,False,0.4,0.2,0.5,0.3
1218,DeMar DeRozan,21685,4106,4570.0,1018.0,316.0,1031,1566.0,456.0,16652,7790,21.0,4.0,4.4,1.0,0.3,0.29,0.47,2010,2023,14,6,False,66.2,26.2,92.3,0.5
1219,DeMarco Johnson,6,0,7.0,1.0,0.0,5,0.0,0.0,9,3,1.2,0.0,1.4,0.2,0.0,0.0,0.33,2000,2000,1,0,False,-0.1,0.0,-0.1,0.6
1220,DeMarcus Cousins,15540,2458,7991.0,1043.0,880.0,815,1908.0,641.0,11985,5488,19.1,3.0,9.8,1.3,1.1,0.34,0.46,2011,2022,12,6,False,22.3,34.9,57.2,0.3
1221,DeMarcus Nelson,53,13,24.0,9.0,2.0,13,3.0,0.0,54,24,4.1,1.0,1.8,0.7,0.2,0.0,0.44,2009,2009,1,0,False,-0.3,0.1,-0.3,0.4
1222,DeMarre Carroll,5354,773,2570.0,545.0,158.0,638,1891.0,673.0,4387,1878,8.4,1.2,4.0,0.9,0.2,0.36,0.43,2010,2020,11,0,False,15.8,14.5,30.4,0.5
1223,DeQuan Jones,233,16,105.0,19.0,22.0,63,35.0,9.0,218,95,3.7,0.3,1.7,0.3,0.3,0.26,0.44,2013,2013,1,0,False,-0.3,0.4,0.1,0.2
1224,DeSagana Diop,1581,342,2884.0,282.0,774.0,755,6.0,1.0,1528,671,2.1,0.5,3.8,0.4,1.0,0.17,0.44,2002,2013,12,0,False,0.29999999999999993,17.0,17.299999999999997,0.4
1225,DeShawn Stevenson,6975,1569,2221.0,491.0,157.0,968,1775.0,588.0,6549,2660,7.2,1.6,2.3,0.5,0.2,0.33,0.41,2001,2013,13,0,False,4.7,8.6,13.399999999999999,0.4
1226,DeVaughn Akoon-Purcell,7,6,4.0,2.0,0.0,7,4.0,0.0,10,3,1.0,0.9,0.6,0.3,0.0,0.0,0.3,2019,2019,1,0,False,-0.1,0.0,0.0,0.7
1227,DeWayne Scales,224,10,140.0,14.0,5.0,49,6.0,1.0,235,98,4.6,0.2,2.9,0.3,0.1,0.17,0.42,1981,1984,4,0,False,-0.5,0.6,0.19999999999999998,0.6
1228,Dean Garrett,1773,209,1867.0,175.0,382.0,393,0.0,0.0,1559,740,4.5,0.5,4.8,0.4,1.0,0.0,0.47,1997,2002,6,0,False,6.5,7.6,14.0,0.4
1229,Dean Meminger,2552,1046,1086.0,242.0,28.0,416,0.0,0.0,2112,1004,6.1,2.5,2.6,0.6,0.1,0.0,0.48,1972,1977,6,0,False,8.700000000000001,7.7,16.7,0.5
1230,Dean Oliver,64,44,24.0,10.0,0.0,35,19.0,3.0,75,24,1.8,1.3,0.7,0.3,0.0,0.16,0.32,2002,2003,2,0,False,-0.2,0.1,-0.2,0.4
1231,Dean Tolson,402,34,179.0,36.0,27.0,80,0.0,0.0,280,153,5.0,0.4,2.2,0.4,0.3,0.0,0.55,1975,1978,4,0,False,1.3,0.9,2.2,0.5
1232,Dean Wade,871,165,534.0,94.0,53.0,170,486.0,176.0,718,315,5.1,1.0,3.1,0.6,0.3,0.36,0.44,2020,2023,4,0,False,2.7,3.5,6.3,0.4
1233,Deandre Ayton,5046,495,3152.0,205.0,299.0,303,80.0,21.0,3709,2213,16.7,1.6,10.4,0.7,1.0,0.26,0.6,2019,2023,5,0,False,18.299999999999997,12.5,30.8,0.5
1234,Deb Smith,73,6,0.0,0.0,0.0,48,0.0,0.0,119,32,1.5,0.1,0.0,0.0,0.0,0.0,0.27,1947,1947,1,0,False,-0.2,0.9,0.7,0.6
1235,Dedric Willoughby,190,66,51.0,23.0,2.0,25,98.0,29.0,179,61,7.6,2.6,2.0,0.9,0.1,0.3,0.34,2000,2000,1,0,False,0.0,0.4,0.4,0.2
1236,Dee Brown,7602,2536,1819.0,924.0,235.0,767,2044.0,733.0,6580,2854,9.9,3.3,2.4,1.2,0.3,0.36,0.43,1991,2009,19,0,False,22.8,14.2,36.8,0.4
1237,Dee Brown,7602,2536,1819.0,924.0,235.0,767,2044.0,733.0,6580,2854,9.9,3.3,2.4,1.2,0.3,0.36,0.43,1991,2009,19,0,False,22.8,14.2,36.8,0.4
1238,Dee Gibson,281,126,0.0,0.0,0.0,44,0.0,0.0,245,77,6.4,2.9,0.0,0.0,0.0,0.0,0.31,1950,1950,1,0,False,1.7,1.0,2.7,0.5
1239,Deividas Sirvydis,44,6,35.0,5.0,1.0,23,35.0,11.0,50,15,1.9,0.3,1.5,0.2,0.0,0.31,0.3,2021,2022,2,0,False,-0.2,0.2,-0.1,0.3
1240,Dejounte Murray,5508,1988,2309.0,567.0,103.0,394,1048.0,351.0,4896,2240,14.0,5.0,5.9,1.4,0.3,0.33,0.46,2017,2023,7,1,False,7.1,14.2,21.1,0.5
1241,Del Beshore,244,139,63.0,58.0,5.0,69,26.0,10.0,250,88,3.5,2.0,0.9,0.8,0.1,0.38,0.35,1979,1980,2,0,False,-1.7,0.8,-0.9,0.4
1242,Delaney Rudd,816,519,184.0,74.0,4.0,239,175.0,45.0,768,317,3.4,2.2,0.8,0.3,0.0,0.26,0.41,1990,1993,4,0,False,-1.5,2.2,0.7,0.7
1243,Dell Curry,12670,1909,2617.0,985.0,238.0,1083,3098.0,1245.0,11146,5090,11.7,1.8,2.4,0.9,0.2,0.4,0.46,1987,2002,16,0,False,24.1,17.5,41.4,0.5
1244,Dell Demps,59,9,9.0,6.0,1.0,20,3.0,1.0,42,21,3.0,0.4,0.4,0.3,0.0,0.33,0.5,1994,1997,4,0,False,0.0,0.1,0.2,0.6
1245,Delon Wright,4619,1966,2033.0,755.0,225.0,599,1238.0,431.0,3751,1700,7.7,3.3,3.4,1.3,0.4,0.35,0.45,2016,2023,8,0,False,19.0,16.2,35.0,0.4
1246,Delonte West,4705,1769,1458.0,524.0,208.0,493,1147.0,424.0,4046,1797,9.5,3.6,3.0,1.1,0.4,0.37,0.44,2005,2012,8,0,False,10.8,15.0,25.7,0.4
1247,Demetris Nichols,44,4,14.0,0.0,8.0,36,30.0,6.0,64,18,1.2,0.1,0.4,0.0,0.2,0.2,0.28,2008,2009,2,0,False,-0.6,0.0,-0.4,0.2
1248,Demetrius Calip,11,12,5.0,1.0,0.0,7,5.0,1.0,18,4,1.6,1.7,0.7,0.1,0.0,0.2,0.22,1992,1992,1,0,False,-0.2,0.0,-0.2,0.6
1249,Demetrius Jackson,64,26,31.0,12.0,2.0,41,21.0,5.0,55,25,1.6,0.6,0.8,0.3,0.0,0.24,0.45,2017,2019,3,0,False,-0.09999999999999998,0.2,0.1,0.4
1250,Deng Adel,32,5,19.0,1.0,4.0,19,23.0,6.0,36,11,1.7,0.3,1.0,0.1,0.2,0.26,0.31,2019,2019,1,0,False,-0.2,0.0,-0.2,0.2
1251,Deng Gai,0,0,0.0,0.0,0.0,2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,2006,1,0,False,0.0,0.0,0.0,0.5
1252,Deni Avdija,1724,441,1174.0,156.0,88.0,212,659.0,204.0,1470,633,8.1,2.1,5.5,0.7,0.4,0.31,0.43,2021,2023,3,0,False,0.6,5.3,5.8999999999999995,0.4
1253,Dennis Awtrey,4023,1760,3940.0,202.0,195.0,878,0.0,0.0,3421,1572,4.6,2.0,4.5,0.2,0.2,0.0,0.46,1971,1982,12,0,False,7.199999999999999,20.7,28.3,0.4
1254,Dennis Bell,175,28,119.0,28.0,10.0,63,0.0,0.0,203,76,2.8,0.4,1.9,0.4,0.2,0.0,0.37,1974,1976,3,0,False,-0.5,0.6,0.1,0.5
1255,Dennis Boyd,6,7,2.0,0.0,0.0,5,0.0,0.0,12,3,1.2,1.4,0.4,0.0,0.0,0.0,0.25,1979,1979,1,0,False,-0.2,0.0,-0.2,0.4
1256,Dennis DuVal,96,34,31.0,22.0,4.0,50,0.0,0.0,108,39,1.9,0.7,0.6,0.4,0.1,0.0,0.36,1975,1976,2,0,False,-0.4,0.5,0.0,0.6
1257,Dennis Grey,543,52,345.0,0.0,0.0,62,1.0,0.0,463,190,8.8,0.8,5.6,0.0,0.0,0.0,0.41,1969,1970,2,0,False,-0.3,0.7999999999999999,0.49999999999999994,0.4
1258,Dennis Hamilton,656,112,442.0,0.0,0.0,144,1.0,0.0,552,282,4.6,0.8,3.1,0.0,0.0,0.0,0.51,1968,1971,4,0,False,2.5,1.4,4.0,0.4
1259,Dennis Holman,176,73,78.0,0.0,0.0,46,9.0,4.0,153,55,3.8,1.6,1.7,0.0,0.0,0.44,0.36,1968,1968,1,0,False,0.1,0.3,0.3,0.6
1260,Dennis Hopson,4376,641,1145.0,386.0,198.0,405,272.0,73.0,3786,1651,10.8,1.6,2.8,1.0,0.5,0.27,0.44,1988,1992,5,0,False,2.5,6.9,9.200000000000001,0.3
1261,Dennis Horner,5,0,5.0,0.0,0.0,8,1.0,0.0,4,1,0.6,0.0,0.6,0.0,0.0,0.0,0.25,2012,2012,1,0,False,0.0,0.0,0.0,0.2
1262,Dennis Johnson,15535,5499,4249.0,1477.0,675.0,1100,464.0,80.0,13100,5832,14.1,5.0,3.9,1.3,0.6,0.17,0.45,1977,1990,14,5,True,39.9,42.7,82.7,0.7
1263,Dennis Nutt,57,16,8.0,7.0,0.0,25,17.0,5.0,40,16,2.3,0.6,0.3,0.3,0.0,0.29,0.4,1987,1987,1,0,False,0.2,0.1,0.3,0.7
1264,Dennis Rodman,6683,1600,11954.0,611.0,531.0,911,355.0,82.0,5310,2766,7.3,1.8,13.1,0.7,0.6,0.23,0.52,1987,2000,14,2,True,35.3,54.4,89.8,0.7
1265,Dennis Schröder,10503,3501,2208.0,618.0,100.0,751,2611.0,881.0,8921,3869,14.0,4.7,2.9,0.8,0.1,0.34,0.43,2014,2023,10,0,False,9.2,19.8,29.3,0.5
1266,Dennis Scott,9216,1489,2079.0,593.0,239.0,746,3499.0,1376.0,8152,3378,12.4,2.0,2.8,0.8,0.3,0.39,0.41,1991,2000,10,0,False,23.4,13.7,37.0,0.4
1267,Dennis Smith Jr.,3667,1507,1013.0,399.0,131.0,346,1063.0,324.0,3466,1413,10.6,4.4,2.9,1.2,0.4,0.3,0.41,2018,2023,6,0,False,-6.6,7.699999999999999,1.1,0.2
1268,Dennis Stewart,40,2,17.0,0.0,0.0,12,3.0,1.0,48,16,3.3,0.2,1.4,0.0,0.0,0.33,0.33,1971,1971,1,0,False,-0.2,0.0,-0.2,0.4
1269,Dennis Van Zant,2,0,1.0,0.0,0.0,1,0.0,0.0,0,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1976,1976,1,0,False,0.0,0.0,0.0,1.0
1270,Dennis Wuycik,684,128,323.0,22.0,5.0,157,7.0,1.0,593,273,4.4,0.8,2.1,0.1,0.0,0.14,0.46,1973,1975,3,0,False,0.6,1.5,2.2,0.6
1271,Denzel Valentine,1864,477,899.0,167.0,31.0,280,1051.0,380.0,1794,705,6.7,1.7,3.2,0.6,0.1,0.36,0.39,2017,2022,6,0,False,-0.20000000000000007,4.800000000000001,4.7,0.4
1272,Deonte Burton,186,26,85.0,13.0,18.0,73,81.0,18.0,209,76,2.5,0.4,1.2,0.2,0.2,0.22,0.36,2019,2023,5,0,False,-1.1,0.7,-0.4,0.6
1273,DerMarr Johnson,2121,304,769.0,198.0,149.0,344,815.0,274.0,1872,770,6.2,0.9,2.2,0.6,0.4,0.34,0.41,2001,2008,8,0,False,1.1,5.3,6.4,0.5
1274,Derek Anderson,7706,2184,2131.0,714.0,93.0,658,2025.0,685.0,6225,2527,11.7,3.3,3.2,1.1,0.1,0.34,0.41,1998,2008,11,0,False,28.5,17.0,45.3,0.5
1275,Derek Fisher,11238,4021,2816.0,1422.0,105.0,1383,3530.0,1313.0,9838,3904,8.1,2.9,2.0,1.0,0.1,0.37,0.4,1997,2014,18,0,False,32.1,31.5,63.9,0.6
1276,Derek Grimm,14,0,4.0,3.0,1.0,9,12.0,4.0,14,4,1.6,0.0,0.4,0.3,0.1,0.33,0.29,1998,1998,1,0,False,-0.1,0.1,0.0,0.3
1277,Derek Harper,16797,6911,3025.0,2082.0,312.0,1281,3229.0,1143.0,14128,6494,13.1,5.4,2.4,1.6,0.2,0.35,0.46,1984,1999,16,0,False,54.4,36.3,90.8,0.5
1278,Derek Hood,0,0,1.0,0.0,0.0,2,0.0,0.0,3,0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2000,2000,1,0,False,-0.1,0.0,-0.1,0.5
1279,Derek Smith,5800,994,1467.0,308.0,198.0,473,184.0,52.0,4570,2247,12.3,2.1,3.1,0.7,0.4,0.28,0.49,1983,1991,9,0,False,13.7,5.5,19.2,0.4
1280,Derek Strong,3088,291,2213.0,203.0,94.0,456,61.0,11.0,2483,1067,6.8,0.6,4.9,0.4,0.2,0.18,0.43,1992,2001,10,0,False,9.5,9.1,18.5,0.5
1281,Dereon Seabron,4,0,1.0,0.0,0.0,5,0.0,0.0,5,2,0.8,0.0,0.2,0.0,0.0,0.0,0.4,2023,2023,1,0,False,0.0,0.0,0.0,0.4
1282,Dermie O'Connell,742,247,0.0,0.0,0.0,143,0.0,0.0,1165,309,5.2,1.7,0.0,0.0,0.0,0.0,0.27,1949,1950,2,0,False,-8.0,2.3,-5.6,0.2
1283,Deron Williams,15814,7846,3026.0,977.0,229.0,974,3847.0,1368.0,12539,5565,16.2,8.1,3.1,1.0,0.2,0.36,0.44,2006,2017,12,5,False,66.1,20.8,87.1,0.5
1284,Derrek Dickey,2166,367,1672.0,143.0,64.0,368,0.0,0.0,2016,941,5.9,1.0,4.5,0.4,0.2,0.0,0.47,1974,1978,5,0,False,5.4,6.1,11.6,0.5
1285,Derrick Alston,751,94,525.0,95.0,87.0,139,7.0,1.0,650,318,5.4,0.7,3.8,0.7,0.6,0.14,0.49,1995,1997,3,0,False,0.9,1.8,2.5999999999999996,0.3
1286,Derrick Brown,1080,152,512.0,109.0,42.0,220,51.0,18.0,818,428,4.9,0.7,2.3,0.5,0.2,0.35,0.52,2010,2012,3,0,False,3.5,2.1,5.6,0.2
1287,Derrick Byars,10,1,11.0,2.0,0.0,2,6.0,0.0,11,3,5.0,0.5,5.5,1.0,0.0,0.0,0.27,2012,2012,1,0,False,0.1,0.1,0.1,1.0
1288,Derrick Caracter,81,7,43.0,4.0,10.0,41,0.0,0.0,66,32,2.0,0.2,1.0,0.1,0.2,0.0,0.48,2011,2011,1,0,False,0.0,0.3,0.3,0.7
1289,Derrick Chievous,1379,141,454.0,103.0,22.0,209,42.0,11.0,1120,504,6.6,0.7,2.2,0.5,0.1,0.26,0.45,1989,1991,3,0,False,0.6000000000000001,3.3,3.9000000000000004,0.4
1290,Derrick Coleman,12884,1985,7232.0,606.0,1051.0,781,1105.0,326.0,10335,4616,16.5,2.5,9.3,0.8,1.3,0.3,0.45,1991,2005,15,1,False,28.400000000000002,36.1,64.2,0.5
1291,Derrick Dial,354,98,189.0,31.0,15.0,114,53.0,9.0,397,144,3.1,0.9,1.7,0.3,0.1,0.17,0.36,2000,2004,5,0,False,-0.7,1.3,0.8,0.4
1292,Derrick Favors,8887,890,6020.0,606.0,1007.0,868,192.0,38.0,6823,3635,10.2,1.0,6.9,0.7,1.2,0.2,0.53,2011,2022,12,0,False,33.3,30.0,63.0,0.4
1293,Derrick Gervin,676,38,175.0,39.0,26.0,77,31.0,7.0,591,257,8.8,0.5,2.3,0.5,0.3,0.23,0.43,1990,1991,2,0,False,1.1,1.0,2.1,0.3
1294,Derrick Jones Jr.,2213,240,1155.0,217.0,243.0,364,547.0,164.0,1629,821,6.1,0.7,3.2,0.6,0.7,0.3,0.5,2017,2023,7,0,False,9.1,6.9,16.2,0.5
1295,Derrick McKey,10266,2254,4387.0,1072.0,611.0,937,642.0,203.0,8048,3908,11.0,2.4,4.7,1.1,0.7,0.32,0.49,1988,2002,15,0,False,31.2,30.5,61.7,0.6
1296,Derrick Phelps,0,1,0.0,0.0,0.0,3,0.0,0.0,1,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,1995,1995,1,0,False,0.0,0.0,0.0,0.7
1297,Derrick Rose,13325,3938,2444.0,584.0,263.0,774,1984.0,632.0,11430,5213,17.2,5.1,3.2,0.8,0.3,0.32,0.46,2009,2023,15,3,False,27.9,19.4,47.2,0.5
1298,Derrick Rowland,3,1,1.0,0.0,0.0,2,0.0,0.0,3,1,1.5,0.5,0.5,0.0,0.0,0.0,0.33,1986,1986,1,0,False,0.0,0.0,0.0,0.5
1299,Derrick Walton,154,91,58.0,28.0,7.0,71,78.0,30.0,129,50,2.2,1.3,0.8,0.4,0.1,0.38,0.39,2018,2022,5,0,False,0.7000000000000001,0.7000000000000001,1.4,0.4
1300,Derrick White,5036,1693,1418.0,323.0,337.0,420,1743.0,598.0,3939,1739,12.0,4.0,3.4,0.8,0.8,0.34,0.44,2018,2023,6,0,False,16.2,11.7,27.8,0.5
1301,Derrick Williams,4737,377,2146.0,261.0,135.0,556,1034.0,307.0,3790,1643,8.5,0.7,3.9,0.5,0.2,0.3,0.43,2012,2018,7,0,False,9.2,8.7,17.8,0.3
